word,layer_1,layer_2,layer_3,layer_4,layer_5,layer_6,layer_7,layer_8,layer_9,layer_10,layer_11,layer_12
But,0.503,0.962,0.997,0.998,0.998,0.998,0.998,0.998,0.998,0.998,0.998,0.856
